Yield
65
82
49
74
24
18
30
18
60
44
10
28
50
52
76
28
22
70
8
14
48
31
36
18
44
8
24
16
25
16
14
7
18
9
11
47
10
35
30
22
37
40
23
15
37
17
5
12
18
24
8
28
2
18
43
2
1
4
35
0
