Run_index,Selected_OPS_count_1,Selected_OPS_count_2
0,8,18
1,6,15
2,6,20
3,8,21
4,7,18
5,8,18
6,6,16
7,7,16
8,7,16
9,6,16
10,7,24
11,7,15
12,7,16
13,7,16
14,8,22
15,8,15
16,7,21
17,8,22
18,7,17
19,12,17
20,7,22
21,9,18
22,6,22
23,6,21
24,8,27
25,9,19
26,7,22
27,5,16
28,1,18
29,7,20
30,8,18
31,8,16
32,6,19
33,9,18
34,8,17
35,5,25
36,13,24
37,7,20
38,6,15
39,5,19
40,1,16
41,7,16
42,8,19
43,6,16
44,8,19
45,8,18
46,10,22
47,7,22
48,9,16
49,6,16
50,7,19
51,6,15
52,5,10
53,7,15
54,6,18
55,8,18
56,8,21
57,7,16
58,7,17
59,7,17
