Index,smiles,MF_PC_14,MF_PC_15,MF_PC_16,MF_PC_17,MF_PC_18,MF_PC_19,Yield
54,Cc1ccc(-c2nc(-c3ccc(C)cc3)c(C#N)c(-c3ccc(-c4ccc(F)cc4)cc3)c2C#N)cc1,-0.5724698852142883,-0.4587867607659776,-0.4993386129500334,-0.1427379756835782,-0.0937395700258157,-0.1096457336060311,0
8,COc1ccc(-c2c(C#N)c(-c3cccc(Br)c3)nc(-c3cccc(Br)c3)c2C#N)c2ccccc12,-0.0660189746143183,-0.412505171620026,-1.0978108263771342,0.0627718126165881,0.8773350897325336,2.246682339407519,15
