Unnamed: 0,smiles_index,Yield
14,N#Cc1c(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-c3ccccc3)cc2)c(C#N)c1-c1ccc(C#Cc2ccccc2)cc1,0
