,SD1,SD2,SD3,r2_train,r2_test,pr_train,pr_test,kt_train,kt_test
0,Reaction_CO_biphenyl,Reaction_CO_1.5h,Reaction_2+2,0.9129890097690941,-0.4166714690525113,0.9571735434169965,0.39349879663167775,0.8173454772730305,0.26096688361136944
1,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_2+2,0.9089233640888673,-0.0881703710544397,0.9613192385002702,0.3616187074929763,0.8365771355618076,0.24962729284949606
2,Reaction_CS,Reaction_Cy,Reaction_CO_biphenyl,0.8344371960643873,0.19399543987003376,0.9394774360449062,0.4422142422295322,0.7404188441179217,0.3617048529043718
3,Reaction_CO_biphenyl,Reaction_CS,Reaction_CO_1.5h,0.8037200849202264,-0.16594257225426134,0.9104355501408772,0.5220499063015014,0.5933082268219885,0.4179584663905628
4,Reaction_CO_Cl,Reaction_CO_biphenyl,Reaction_CO_1.5h,0.891921650706362,-0.3562452935583553,0.9476970620034368,0.42425006481137395,0.861253877644822,0.2941561533061012
5,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_CO_1.5h,0.9160174823628281,-0.386357067586937,0.9580213815259686,0.43153274701782524,0.8558087938505847,0.3168738288824215
6,Reaction_2+2,Reaction_CN,Reaction_CO_biphenyl,0.8404708691053876,-0.09625338295513064,0.9279455414878901,0.40920191739818923,0.7272810522334052,0.3096754690346051
7,Reaction_CO_1.5h,Reaction_CO_biphenyl,Reaction_CO_ortho,0.9562472185698392,-0.7678627320307723,0.9784307638809027,0.3712567135366333,0.8229759275272743,0.27727976306886115
8,Reaction_CH2CF3,Reaction_CS,Reaction_CO_biphenyl,0.8270088589352322,0.2041594536446043,0.941615499985155,0.502837759242748,0.6957252427829381,0.4526144387634688
9,Reaction_CO_1.5h,Reaction_CO_biphenyl,Reaction_CO_ortho,0.9484829474010811,-0.9213942362075174,0.9744522532737032,0.37597670818421774,0.8558087938505847,0.24222418965099737
10,Reaction_CS,Reaction_CO_1.5h,Reaction_CO_ortho,0.9472544142062281,-0.37588189913162906,0.977187947586627,0.3374774830409416,0.861253877644822,0.23446450553616935
11,Reaction_2+2,Reaction_CO_biphenyl,Reaction_CO_Cl,0.8468222525167786,0.02846366490204033,0.9351483574922971,0.433190055352072,0.6894503752238267,0.3206177035765605
12,Reaction_CS,Reaction_CO_biphenyl,Reaction_2+2,0.8763447112404026,0.06256291505758338,0.9453043895411614,0.4259208491769741,0.8557692307692308,0.2973622099508108
13,Reaction_2+2,Reaction_CO_biphenyl,Reaction_CN,0.8033766932732753,0.10076388604641662,0.9089770551952701,0.4540621814489409,0.746420027292179,0.36781817436191055
14,Reaction_CS,Reaction_2+2,Reaction_CN,0.6443981959594653,0.13714049947894003,0.8199654565917153,0.412261500992047,0.7272810522334052,0.312477297802675
15,Reaction_CO_ortho,Reaction_CO_biphenyl,Reaction_CO_Cl,0.879348897936562,-0.09024446187880053,0.9448620895901114,0.363239666228053,0.8586285314760612,0.25981616194539386
16,Reaction_CF3,Reaction_CO_biphenyl,Reaction_CO_Cl,0.829628381784574,-0.061952615388269905,0.9338009329253368,0.38393629773643767,0.778882160695476,0.36985287654932963
17,Reaction_CO_ortho,Reaction_CN,Reaction_CO_1.5h,0.851031331542594,-0.27008099686430675,0.929936879971239,0.34560508140102153,0.7404188441179217,0.26565659520031976
18,Reaction_CO_Cl,Reaction_CO_biphenyl,Reaction_SCF3,0.8820674647561375,-0.07829446264953788,0.9483771076291713,0.38410886139953543,0.9047619047619049,0.2104320782839816
19,Reaction_CO_biphenyl,Reaction_CN,Reaction_CO_1.5h,0.7232314433721261,0.05214490504885927,0.8723524864307415,0.46668053520402847,0.7846979774097267,0.36003729748386026
20,Reaction_CH2CF3,Reaction_CS,Reaction_2+2,0.8546392565561602,-0.032587460476072305,0.9257139534122525,0.32477750139996264,0.7596505024066988,0.321802939535809
21,Reaction_CO_biphenyl,Reaction_SCF3,Reaction_CH2CF3,0.8931855896138252,-0.05498945325683424,0.9699022364570573,0.09951632633919406,0.875040452139362,0.18460835933308417
22,Reaction_CO_ortho,Reaction_CO_1.5h,Reaction_CO_biphenyl,0.9155121621145064,-0.7179620439122736,0.9603305225209681,0.3846616160332575,0.6761904761904762,0.2886417993992421
23,Reaction_CS,Reaction_CH2CF3,Reaction_2+2,0.9068858616944243,-0.04264891690180317,0.9601659474389832,0.3558380046665358,0.8803928527035957,0.328927811686612
24,Reaction_CO_biphenyl,Reaction_2+2,Reaction_CO_Cl,0.914756370808934,-0.61200552732307,0.9635769056950593,0.3624501704951168,0.875040452139362,0.2636209124784783
25,Reaction_CO_Cl,Reaction_CO_ortho,Reaction_CS,0.9464346086317423,-0.15390176557242863,0.985497700921179,0.3167722915954394,0.8696565534786727,0.27264170430009943
26,Reaction_CO_biphenyl,Reaction_CO_Cl,Reaction_CO_ortho,0.8386800286363187,-0.042618052930056605,0.9240608817410761,0.445712828893334,0.7416840554408852,0.3263924868273424
27,Reaction_CO_biphenyl,Reaction_CO_1.5h,Reaction_CO_ortho,0.8552181544121404,-0.051134965519912035,0.9339786176778103,0.45870934722675993,0.7714285714285715,0.3044051002273959
28,Reaction_CS,Reaction_CO_Cl,Reaction_2+2,0.929750185205893,-0.8082255947497952,0.9701860748453689,0.2624375499171548,0.8253983365355672,0.31193454690462574
29,Reaction_CO_Cl,Reaction_CO_biphenyl,Reaction_Cy,0.8056193724796996,0.18308388779955964,0.9039201122771352,0.460927854855571,0.753702346348183,0.3224657681259169
30,Reaction_CO_ortho,Reaction_CO_biphenyl,Reaction_CO_1.5h,0.9299015710022819,-1.2845165045195484,0.965957694070927,0.324686154504345,0.8803928527035957,0.1972520314312831
31,Reaction_CS,Reaction_SCF3,Reaction_CH2CF3,0.7969732449601348,-0.08920192194142662,0.9214201927563311,0.21649701783495837,0.8365771355618076,0.16233704582194325
32,Reaction_2+2,Reaction_CS,Reaction_SCF3,0.7750734145055367,-0.3348722821582921,0.888652526502962,0.2978941303022151,0.6506081005633294,0.18902790432892227
33,Reaction_CO_1.5h,Reaction_CO_biphenyl,Reaction_2+2,0.9082296420161083,-0.4331841880120295,0.9581643925215614,0.38006143756301164,0.8038369524685004,0.28923816738916563
34,Reaction_Cy,Reaction_CF3,Reaction_CO_biphenyl,0.8321281302842419,-0.054416303386329634,0.9438659119466275,0.23239239039549411,0.8285714285714286,0.24605547309883122
35,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_CO_Cl,0.9324372554683192,-0.0791950908664305,0.9669551077531204,0.3824595625145071,0.8448194738658158,0.28164731646440844
36,Reaction_CO_ortho,Reaction_CS,Reaction_2+2,0.8887168315143248,0.06127426978315964,0.9464343747438793,0.40019497934450426,0.8038369524685004,0.3861581387345266
37,Reaction_CO_1.5h,Reaction_2+2,Reaction_CS,0.9581814730610845,-0.7318979145819346,0.9804448596466518,0.28272329403193586,0.9186708028211434,0.20613318089061775
38,Reaction_CO_ortho,Reaction_CO_biphenyl,Reaction_CO_1.5h,0.894242703605648,-0.06624155073917404,0.9543116841637952,0.4152569463799112,0.6117658259028321,0.28572052585197266
39,Reaction_2+2,Reaction_SCF3,Reaction_CO_ortho,0.8650249261126565,0.10465346850094726,0.9328482931284339,0.4191515242288984,0.7904761904761906,0.331479098250013
40,Reaction_CO_ortho,Reaction_CO_biphenyl,Reaction_CO_1.5h,0.8351232576438848,-0.04674149362247193,0.9235143406599573,0.4923195597696354,0.7272810522334052,0.34540266235093536
41,Reaction_2+2,Reaction_CO_biphenyl,Reaction_CS,0.9431407648944402,-0.7057414006276677,0.973344783453742,0.37576745777421117,0.9238095238095239,0.35187781198847534
42,Reaction_Cy,Reaction_SCF3,Reaction_CF3,0.736543408795494,-0.22334477740509784,0.9301125797562365,0.03675970326976688,0.8229759275272743,0.053945592128800575
43,Reaction_CO_biphenyl,Reaction_SCF3,Reaction_CO_ortho,0.7926947271620985,0.06052339447688615,0.896851977050293,0.47781336766911847,0.6827238692515901,0.31805619881428193
44,Reaction_CS,Reaction_2+2,Reaction_CH2CF3,0.9541027501255764,-0.5940312303599509,0.9793804678642556,0.21400750807091065,0.9030828858565617,0.23015020359206592
45,Reaction_CO_biphenyl,Reaction_CO_1.5h,Reaction_CO_ortho,0.8994451694074284,-0.5025539763693878,0.9526133559103219,0.30981317705417666,0.8448194738658158,0.2595495470347952
46,Reaction_CO_biphenyl,Reaction_CO_1.5h,Reaction_CO_Cl,0.7746362847856256,0.19791643753917065,0.9190409166844464,0.5174028657785593,0.7981138189842533,0.38983324123265317
47,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_CO_Cl,0.9191429104477612,-0.3718410998312447,0.965674138202716,0.3072265464727656,0.8696565534786727,0.16887394946998568
48,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_SCF3,0.8729579623224667,-0.15323202148678083,0.9360358780202448,0.44929459727935006,0.7655590023509529,0.3139785552397399
49,Reaction_CS,Reaction_2+2,Reaction_SCF3,0.8681500908582611,-0.49756834162790486,0.9392594334564762,0.2742425968651169,0.8002380598177972,0.2874600470493628
50,Reaction_CN,Reaction_CO_biphenyl,Reaction_CO_1.5h,0.8939912703428662,-0.0799780284228433,0.9506359986694521,0.2915035603531742,0.8058632237823905,0.23691417268152895
