Yield
1
0
0
0
0
0
28
11
14
2
6
2
0
0
0
0
0
0
0
2
0
0
0
0
0
0
4
1
4
0
10
0
0
27
38
42
57
52
57
56
59
48
0
4
9
2
0
25
26
1
0
1
30
28
14
0
11
0
0
0
