Yield
81
95
6
5
0
24
0
0
0
29
79
95
39
5
9
0
0
0
0
0
0
0
0
0
0
0
4
2
7
3
13
0
15
0
0
0
0
0
5
0
0
0
0
0
0
0
0
25
15
15
4
0
0
0
0
2
0
0
0
0
