Yield
41
62
40
35
24
41
63
54
57
70
66
58
34
33
40
42
60
33
38
34
30
35
32
30
34
37
27
30
25
22
29
40
37
9
9
18
18
14
21
24
22
12
43
28
34
1
0
3
0
54
24
21
22
40
19
2
5
0
0
0
