Name,ID,MF_PC_0,MF_PC_1,MF_PC_2,MF_PC_3,MF_PC_4,MF_PC_5,MF_PC_6,MF_PC_7,MF_PC_8,MF_PC_9,MF_PC_10,MF_PC_11,MF_PC_12,MF_PC_13,MF_PC_14,MF_PC_15,MF_PC_16,MF_PC_17,MF_PC_18,MF_PC_19,Reaction_CO_1.5h,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CS,Reaction_CN,Reaction_2+2,Reaction_CF3,Reaction_CH2CF3,Reaction_CH2F,Reaction_Cy,Reaction_SCF3,Reaction_OCH2F,Reaction_P,Reaction_Si,Reaction_cross,Yield
4DPAPN,OPS15,-1.719653060301359,-0.7504501152763072,-1.2896755702257525,-0.9300980630397003,0.049803621982475635,-1.063892246500588,-0.514915307883505,-1.3346562490120852,-0.46084198140718124,0.08640632718691756,1.1735129597086815,0.37913231165162925,-0.06544092403999906,0.47833703415461715,-0.07246750897605939,-0.31581229236872926,0.14074812719005445,0.16125447897607198,-0.6411779643626192,-0.2306077237882887,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
4CzTPN,OPS16,-0.07914084742911455,2.1758745131492097,-1.364365346221377,-1.2375964840465088,0.6494604991067163,-0.7944042854560148,-0.23376022827946663,0.1492363821330587,-0.8083716912957639,0.15550937203385556,-0.4044243934022735,-0.39027229745560793,-0.07140688391956218,-0.2660919695291317,0.05846191742691456,0.24524131207412642,0.14215369984480275,-0.3153553066608861,-0.1412267319837116,0.03213730625953298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4DPATPN,OPS17,-1.6887663791672722,-0.7127504047436275,-1.2018279533556881,-0.8670493796925133,0.06931630563490025,-1.0218772714141642,-0.4905968584539549,-1.2163517758686837,-0.4645319374448038,0.10273128249677602,0.9600300062735484,0.35947214456010246,-0.08836081199875172,0.44924182255230266,-0.12612861672773418,-0.31201625739843836,0.14904176217289444,0.04509397766031944,-0.5504613851796709,-0.2253632268183412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1CzTRZ,OPS18,-0.95698395103292,1.7646729218177237,1.174298408223772,1.1717585503964483,1.7029056848983506,-0.29778129569066436,-0.740522017279266,1.6901463145695461,-0.9968199038933058,0.36658549862611106,0.9289558083430346,-0.28877702269887545,0.3884897698103527,-0.836902267069751,-0.15600992166103989,0.25807734845404184,-0.28984791104844126,0.4727822599282733,-0.2236948412615267,-0.20768983439035826,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1tBuCzTRZ,OPS19,-1.1611843275130376,1.8456272936431828,0.8666350340415448,1.4478132633769558,1.2353323663965217,0.12110050775184385,-0.4881125022696903,2.6861743384676298,1.5311280326162404,-0.4383725361508848,1.2600140053672724,0.248846403561929,0.19567951630294614,0.1580893127644167,-0.5361009250362679,-0.25493590748498657,0.06471519107082774,0.366667990859076,-0.16635863721473443,-0.16207580580202519,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1DPATRZ,OPS20,-2.4415984300724856,-1.1784144637441623,0.8621452185531928,1.5122489795025142,1.0603621969934907,-0.5586620391596491,-0.5049787932509145,0.39245779146409326,0.025240246799929693,0.6922438193854783,0.6227581288879628,-0.6961095852318576,-0.2011117110580246,-0.035902255983225786,-0.5305987623441644,0.3992219492536662,-0.015665769924307283,-0.23983837981051992,-0.19520424239239842,-0.16864502457190267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1tBuDPATRZ,OPS21,-2.5111766141039706,-0.8796550095922188,0.5141364507151788,1.9425895637458628,0.395215746566504,-0.16011761207209185,-0.6993445717809325,1.4254233979544408,1.636899470343263,-0.5451854323778629,0.8920326624943732,-0.34557652460492916,-0.16313957445157345,0.20264712745139998,-0.5732597407465029,0.2792635447467923,0.4543228443779124,-0.2799074086421013,-0.2444022766294497,0.27495930592150114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1ClDPATRZ,OPS22,-2.4210938162229705,-1.2518404969567758,0.7785083755616157,1.5119795145696944,1.2244653180865854,-0.3974259423664407,-0.4726735760353662,0.4621866697713429,-0.027330466374412363,0.7986672358363243,0.7245013858670906,-1.07926418200838,-0.028869192042596595,-0.026342456233993422,0.0995200918745567,0.30337830817421896,1.0409638540516861,0.37690165648565543,0.9270653556971793,0.20361828444067723,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1BrDPATRZ,OPS23,-2.398780080211196,-1.1637360316128194,0.7996337222433905,1.428272460230067,1.0704880656723703,-0.5504011957979777,-0.39026544993983875,0.3643788276171449,0.33343666534502026,0.9203589306829277,0.8797787533504005,-1.0260410639529451,0.002293461181129579,-0.5870504571239499,-0.7441793876114334,0.709741214791521,-0.7112714295546848,-0.2765644534005812,0.21956334207766362,0.6792194119909896,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1OMeDPATRZ,OPS24,-2.043204890396537,-1.3100004302431254,0.45188582596664884,2.548400473900105,0.15548012669190642,-1.1473797749076422,1.4326822275747948,1.003764360303132,-0.22917683801723915,0.5340399598110086,0.5669654409560252,-0.367050786771215,-0.5265054080491212,-0.364492591232532,-0.4044446612385365,0.5147154423591905,0.028564557955072185,-0.09587632110057388,-0.2471011349190756,-0.052897953917631184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1PhDPATRZ,OPS25,-2.3705166616202207,-1.1781795322038586,0.9739992964339085,1.4295902805267868,1.1853832240480948,-0.3817526297448256,-0.3668777162913916,0.40195627869817163,0.26751534531262516,0.6806287051257368,0.5242500850924132,-0.6888774839730603,-0.37123183938225274,-0.16371640455611414,-0.5037566830876937,0.5163221830150182,-0.16859920694027747,0.02115289496125188,-0.08601845870066785,-0.18317899115416414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1PTZTRZ,OPS26,-1.8613498500219687,0.8575035445193047,2.712375216726472,0.5755496503860824,1.5368828282704459,0.3965988958791606,1.2596316841765052,0.11417055821093515,-0.2664994232713305,0.220833277382973,1.566648237593132,-0.15621775571310142,1.0642901830638043,0.6766519172436891,-0.11302720525770525,0.12981405424359377,-0.20992263869372657,-0.8483141137213668,-0.1995783962419412,0.750913723602464,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2DPABP,OPS27,-3.277787636165334,-0.9200873411504199,-0.20039606312637676,0.7303713147474676,0.37656572554164014,-0.29364048592305914,-0.5248150113903762,-0.19584958457219137,-0.3513721449752626,0.6107670415911565,-1.62609166882981,-0.5144193248643091,0.6267593871653752,0.424882158724046,0.6363874065654389,-0.8114430980821672,-0.19634393800950597,0.009614767115301162,-0.8436797278957752,0.21117092414481062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
2tBuDPABP,OPS28,-3.3135400478264803,-0.7727256472526,-1.0090439119759864,0.8388683112884595,-0.566054481206171,0.5741333641729814,-0.2899790898599226,1.0191131226433114,1.6277614885564593,-0.6822252962082317,-1.493284989633748,-0.3835518923006978,0.9806683836714157,0.32523052620474613,0.9266655730573102,-0.5966234911610842,0.006055109331215791,0.12154710663666203,-0.5892142562140749,0.5114936849680312,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2MeDPABP,OPS29,-2.996874201507571,-1.1694338330461391,-1.1310192198242157,0.6719995659431485,-0.21677963070295608,1.7915089716105619,0.01274749988685829,0.39263435364718496,-0.21350992411489217,0.8699325446571161,-1.6464351460908793,-0.2768537527293806,0.441635098998562,0.36232227445930537,0.9473889167766132,-0.04893775563981106,-0.5495648062063343,0.13601661106647703,-0.7187062632733089,0.5922168590705262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
2ClDPABP,OPS30,-3.2234572499454797,-1.1449111346171572,-0.7446719871295494,0.4082582621122905,0.2631950903139107,0.33682503387863305,-0.06330809411435634,0.0558763944602134,-0.03646844816121614,0.6616273720059559,-1.6608162662610304,-1.1172395497041492,1.1149387660803933,0.09624094251935265,1.59944540567837,-0.5725087277336578,0.5926961190049898,0.7783561717644192,0.5822533761125535,0.4401526634872078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2PhDPABP,OPS31,-2.8615738667305277,-1.1426088030270474,0.373496084983373,1.072629148601758,0.8757767714947194,-0.157125790619141,-0.45908576235102533,-0.03951834093174391,0.2229356248032444,0.8663142071629145,-1.4580992273422688,-0.7040131781511018,0.12570698894396193,0.17322982022044334,0.6989809068479017,-0.449587352155295,-0.32465943875694964,0.4586617798464655,-0.8890862314974026,0.15442578652584021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13
2CzPN,OPS32,-0.4648492023682603,2.247418753764758,-0.30621681897192715,-0.654574891166206,0.2079211192647408,-0.3827032088456457,-0.2191880166130658,0.25756500236603325,-0.5529968362895361,0.043216033612840696,-0.010182335740226396,0.0340431518458905,0.354536390526901,-0.1799900478082415,0.20455815097553653,-0.46081174692645566,-0.5373676285357801,0.6596517567147072,0.6644690566351001,-0.1019266780238033,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2tBuCzPN,OPS33,-0.7945112377862855,1.9660536718586554,-0.9888435917394381,-0.6697972214728541,-0.26343749575517017,0.33474464820772104,0.37483701238413325,1.434027481110001,2.0543893595810703,-0.9253997177035747,0.280120882555418,0.26372018680666093,0.4675704246088634,0.6583430350080965,-0.0854024227390589,-0.5366338784241813,-0.20743508837712524,0.6558683640351275,0.8050309909103059,-0.05449489833582419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15
1tBuDPAN,OPS34,-2.537471862434889,0.22844986454690872,0.17185196128685462,0.5414014311810652,-1.84556369948777,0.09576332602711701,-1.1699312272539022,0.8344439761332301,0.9347569069771791,-1.6742895020936797,-0.2073427903406749,0.3323904376679131,-0.7464880764795269,-0.2818994842436677,0.10264082453933868,0.1835178215091695,0.5595273778945413,-0.7651590161119284,0.3220887587469311,0.018455020445541433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PNZN,OPS35,-1.694237222522294,1.6631446921562234,1.9705096311330603,-0.6129384385254704,-1.0010715728728339,0.37140346603382085,0.3365429787528897,-0.8040959524829344,-0.5323233772877815,-0.4096857179812278,-0.48846690315455715,-0.47127125543484105,-0.7303957848889198,-0.3511542522121759,0.5568710132850275,0.6921176242578894,0.04862814357261406,0.6042878243161309,0.4259615529546971,-0.10467679083519538,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
biphenylPNZN,OPS36,-1.3032135129121507,1.5623546134531205,2.824816958073675,-0.08629526859613428,-0.21951193866829286,0.3419048705570879,0.3585049418545606,-0.9903791040609604,0.2676164028486137,0.11188349197537893,-0.26088839662845703,-0.5122151456016705,-1.7229289226086266,-0.11728207699574295,0.49422202017543926,0.8195722676071772,-0.018510636420033404,1.3641530243389173,0.206153179153921,-0.5376729865830204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PTZN,OPS37,-1.816439302631296,1.8395950488388906,2.3805636327557718,-0.6518170960697274,-0.8513281813700253,0.5793519707501419,0.9041351469432122,-1.0717568343213901,-0.6343819613470933,-0.5955849401010869,0.009346764037018174,-0.34755624609954555,-0.07199868001546327,0.30260705402677346,0.6809666131160973,0.6615670390018048,-0.13150527567166495,-0.3494510838233342,0.12454329652630605,0.5684130140125787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
biphenylPTZN,OPS38,-1.4126154411473686,1.73116826221136,3.2017461384898254,-0.13339140481097211,-0.13448777269306023,0.5642397840315333,0.8627088341329887,-1.2575877909007218,0.23778560868551857,-0.1107090023680514,0.12181658587859329,-0.42543049715275283,-1.1678226137056704,0.3550054942408233,0.6125585122048386,0.9259931466842399,-0.09006775414191029,0.6741378944615066,-0.16458194682279711,-0.0008782576212814054,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CF3PTZN,OPS39,-1.4937833218674108,1.8736686817546468,3.1295014386810034,-0.5609551518129563,-0.8128462447587934,1.0152097174674926,0.8850666793728328,-0.8188447096642808,1.0253356359813302,-1.5217400031018327,0.07840999525444498,-0.5829201387767575,-0.5777299088218767,0.022792705287038736,0.8856782140127498,0.7617026231866426,-0.012949251809159075,0.6270135759232918,-0.5751908004992689,-0.15740357591351872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2DPAN,OPS40,-2.638377812773054,0.10325854041276804,0.04079734625491152,0.2629538616020776,-0.3658156806844584,-0.44674356758103867,-1.0374343186225847,-0.18786843341629458,-1.0430845016903862,-0.27640793671749136,-0.41589738306085183,0.6748764063000573,-0.5433053910806245,-0.28951249614288077,-0.540248614935548,-0.3086767703793536,-0.1493266762118106,-0.5106434398326446,0.32363225218020697,-0.5072294976602564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2tBuDPAN,OPS41,-2.7714774583221895,0.27904246137038297,-0.5408546608490147,0.7265821905606665,-1.3009317950069323,0.09265378635343169,-1.205689314505084,0.9708952742874964,0.6197897712010368,-1.6536259213165707,-0.22086071094729193,0.8819904125149671,-0.4179675653393691,-0.29891381550758084,-0.25075692665592714,-0.209173948237054,0.1574123848481904,-0.5565438727392436,0.4640869259481787,-0.017734591543053797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2MeDPAN,OPS42,-2.4548116120032804,-0.11766572442315641,-0.6628299686972429,0.5597134452153554,-0.9516569445037175,1.3100293937910108,-0.9029627247583044,0.34441650529137036,-1.2214816414703142,-0.1014680804512231,-0.3740108674044235,0.9886885520862841,-0.9570008500122232,-0.2618220672530215,-0.23003358293662418,0.3385117872842191,-0.39820753068935943,-0.5420743683094286,0.33459491888894477,0.0629885825594411,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2DPAA,OPS43,-2.7073317879803382,-0.03625270338288258,-0.17074398525247644,0.08715013824758121,-0.5119040790647948,-0.6310449974805512,-0.82979645242533,-0.6827483662659658,-1.007049479652692,-0.16486368472114168,0.11391404469365551,0.5754269908601217,-0.5061545223150444,-0.1966029518957766,-0.4771803699967261,-0.2571217221558214,-0.15582046402930338,0.07419562937744484,0.04130438155100979,-0.22726463195585553,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2tBuDPAA,OPS44,-2.8404314335294747,0.1395312175747324,-0.7523959923564029,0.5507784672061694,-1.4470201933872697,-0.09164764354608079,-0.9980514483078301,0.476015341437825,0.6558247932387307,-1.5420816693202215,0.30895071680721536,0.7825409970750307,-0.3808166965737892,-0.20600427126047643,-0.18768868171710487,-0.15761890001352172,0.15091859703069807,0.028295196470845618,0.18175905531898162,0.2622302741613475,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2MeDPAA,OPS45,-2.5237655872105638,-0.2571769682188065,-0.8743713002046303,0.38390972186085864,-1.097745342884054,1.125727963891499,-0.6953248585610495,-0.15046342755830133,-1.1854466194326203,0.010076171545126458,0.15580056035008383,0.889239136646348,-0.9198499812466426,-0.16891252300591683,-0.16696533799780194,0.3900668355077515,-0.4047013185068519,0.042764700900660674,0.05226704825974764,0.3429534482638422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2OMeDPAA,OPS46,-2.372459709822041,-0.2908142030761742,-0.8146466171049326,1.1565893773604112,-1.686755813261867,-1.0789098063816307,1.1339753510478967,0.05435630378651662,-1.2102515151217714,-0.46285627713134964,-0.016116504731132617,0.7610667349087451,-0.7441825301713367,-0.7731439899444091,-0.01887360220913885,0.07783299759887645,-0.27483968939214243,0.21232628401237294,0.17906019702935508,-0.06562698567778523,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3DPANB,OPS47,-2.872225111568387,-0.4024068603175153,-0.0008377949071406833,0.4179714463230065,0.14231913788468262,-0.4399178660934674,-0.5032608464277285,-0.5980992195322534,-0.3357654199680003,0.476375380616733,-0.8681071348071152,0.5852125476427211,-0.22673169951552213,0.28668266073720233,-0.46270648305471407,-1.0450066729556358,-0.24521866545586252,-0.8331296520046427,0.06821955873969579,-1.1343140228035047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CF3PhDPZ,OPS48,-2.2384396434734977,1.2222446498899537,1.247738022195585,-0.813068484516166,0.08482411993042718,0.6289951252584006,0.8019295883246087,0.17869623103391682,0.3458333126497692,-1.2203952611443578,0.2805753878540685,0.612022763097748,1.3523917255644615,-0.20943365034562078,0.22113919872982238,-0.8697956024321682,0.05356568465992302,-0.47194484037954965,-0.33962312064001793,-0.07684437728829221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25
NapDPZ,OPS49,-1.7718992541229266,1.244430595905781,1.5036556502961649,-0.43187722696007413,-0.19462971054438583,0.30301255002534466,1.1754021790649283,-0.09950088861891845,-0.417167459036472,0.1983304718244414,0.2396871710301056,0.5385836813383225,1.006807826872552,0.1807123852739252,0.24653701846476195,-0.8765174388137881,-0.1447939265422093,-0.5263979039187893,0.5500195705557426,-0.63488995902608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15
5CzBN,OPS50,-0.08022026306199527,2.2592462801172593,-1.4493490080546267,-1.3104872127280134,0.6966548027609976,-0.8455380323569484,-0.18164705766236205,0.19971192912728353,-0.7600272566049705,0.2105797802856722,-0.4724586400162071,-0.4579995289951559,-0.15346944391966139,-0.2163619694323421,0.01833461101453008,0.33259745385537604,0.1531083426228521,-0.4263393610192129,-0.16438973237798593,0.038310473335088836,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15
2DPABz,OPS51,-3.1976954414673875,-0.8363370384494622,-0.1618376151895572,0.6500238883273614,0.3651023658470314,-0.3881112805357201,-0.4899276048635329,-0.23333278521551673,-0.40151478696075754,0.5040699914774678,-1.213429994303748,-0.33387994842572394,0.4488673009804081,0.36326904205076466,0.2906787218449819,-0.6857550850662528,-0.19647273657006567,-0.11608150333526085,-0.5808616665106466,-0.01970313131401655,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
DPABT,OPS52,-2.3533850496628643,-1.0964722825130926,0.6413670745107581,1.067115941138345,0.5829027794691138,-0.3180640798944695,-0.3154126549660539,-0.2659097364158747,-0.44593371383729324,0.18895053323754185,0.06655173181466623,-0.40132709185401383,-0.07595993888645217,0.30972616334824166,-0.72253660063492,0.2982732583819794,0.0528551833561053,-0.3872911828068408,0.06147411278604157,-0.7694537146089927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PhPTZ,OPS53,-2.3485242729949203,1.3268550263889725,1.7070003690693425,-0.58936390498253,0.6186460183758807,0.5298313867895134,1.465348427373425,-0.8705716526144582,-0.7350304713103917,-0.24564108470858725,0.4575809926011026,0.6664179068138188,1.2250111378169322,0.949041640833313,-0.06274359640138624,-0.3880804726167536,-0.17180385456406866,-0.9177616468167595,-0.05114045599196446,0.6168773437335932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ph_bPTZ,OPS54,-2.0698701543464115,1.4998367455741277,2.2274347994542785,-0.3937975663526053,0.28637356687123106,0.5304271012621509,1.9229300102849565,-0.9311308326684689,-0.5492906251482442,-0.15428387660373905,0.6380378004238952,0.6332028412077572,1.1439285249771243,1.2321077883194897,0.17277319858062892,-0.5453957084107931,-0.11787922552945405,-1.115877332360078,0.03939791110917372,0.2603147570785885,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
perylene,OPS55,-1.6169296321985474,0.6280632203739779,0.9839875609145328,-0.8519389650599649,-1.0010140281350324,0.1528623803569364,-0.06442644639700688,0.26927147920520805,-0.3527375694882466,0.39724563040577265,-0.5276392105246294,-0.0469393117976993,-0.06600971151982543,-0.5404392820543333,-0.21057020277047542,0.021205996000151692,0.019366160693563637,0.059966640234519905,0.4842106861683551,-0.5242220546326205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9_10_DCA,OPS56,-0.702640971694419,0.5910420573825502,-0.4218018906728366,-1.3961954227107625,-0.3216298097573771,-0.5558518673591077,-0.27378619345934047,-0.34536094712237897,-0.506234340157807,0.1151464209600591,-0.10051093078651434,0.08763623841145031,-0.0669439679459722,-0.19356911196607568,-0.31032755322626565,-0.3284107303940927,0.07921640956218126,0.003056739257002498,0.13521957336336204,0.24656387761349646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
