Name,ID,MF_PC_0,MF_PC_1,MF_PC_2,MF_PC_3,MF_PC_4,MF_PC_5,MF_PC_6,MF_PC_7,MF_PC_8,MF_PC_9,MF_PC_10,MF_PC_11,MF_PC_12,MF_PC_13,MF_PC_14,MF_PC_15,MF_PC_16,MF_PC_17,MF_PC_18,MF_PC_19,Reaction_CO_1.5h,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CS,Reaction_CN,Reaction_2+2,Reaction_CF3,Reaction_CH2CF3,Reaction_CH2F,Reaction_Cy,Reaction_SCF3,Reaction_OCH2F,Reaction_P,Reaction_Si,Reaction_cross,Yield
Ra01_Rb004,CNP1,1.185354545553533,-0.29736762473083356,0.8339234659293759,-0.5778680307385565,-0.07715762139010147,-0.3875286691106987,-0.5293120629158716,-0.18131747409709403,-0.289225864136705,0.2774567300853422,0.17977250938469927,-0.06565962409846396,-0.38985522033554854,0.2793697859322138,-0.5856143959842213,-0.8231290047768338,0.3281022193298512,0.008681562774789282,0.22501657659441293,0.2003386198362843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ra03_Rb010,CNP2,0.7614057262929929,-2.41042087670241,-0.056411229511956415,0.23551418712362882,1.0855046671944808,-0.9013796038277332,-0.6674703512899158,-0.5062796480765306,-0.30197661311176077,-0.8027746616637013,-0.44410307843761315,0.238396351170851,0.2184148961744882,0.85202470923816,0.021334976342627914,0.6247993027497263,-0.2783714306917737,-0.37102653255811663,-0.06840707343897838,-0.22977382385567582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Ra05_Rb018,CNP3,2.3802684027210903,1.3522169694472972,-0.6175096569267972,0.8735635127657564,0.8259206126440877,1.430319325177288,-0.686326205181959,0.6194550149673814,-0.957203744200139,-0.20822036228466628,0.4056047884364818,0.33836322636278904,-0.18181554691897558,0.7995208337357727,-0.2049510431395394,-0.10045253696464025,-0.23938756900949834,0.4901347476144226,-0.5577958602995514,0.06914431473386015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39
Ra01_Rb012,CNP4,1.526082281062868,-1.4475182714618235,0.7701427646786404,-0.6347815134825346,1.497223106747434,-0.6038192465010284,-0.01781216718722092,-0.23077577771006644,0.06795658099901515,-0.21783042610810513,-0.2816132093244371,0.8409516765046596,-0.16069535168849938,0.28945301928311595,-0.5663523148670263,-0.2077045017047648,0.6382538302860131,-0.11503537031001576,-0.13153148299590564,0.5061289663481212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Ra13_Rb001,CNP5,1.6364643482716343,-0.3750021906590941,1.4066350631003888,-1.0079571258191955,-1.6959253745853362,-0.6712556716769885,-0.6075879951902733,0.2930529367970079,-0.11494710505168633,0.6890839000131561,0.14743483287622253,-0.6144914831476884,-0.008407367434389447,-0.13039384690225386,0.276737248742151,-0.4609351050053532,0.42790207597366575,-0.5186664963839562,-0.11982658858532562,-0.029480130264417686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ra15_Rb024,CNP6,1.7898309499118399,-1.2537115147948723,0.17329299587965083,-0.6388878572092537,0.46161839963286744,1.9601973589389239,0.2500277961760467,-0.06490418675723117,0.8428362912679829,0.8721008649374064,0.3176559105256447,0.45070079464207136,-0.9656159542934379,-0.8352674415840703,0.4185330421723963,-0.4821762435388495,-0.264343439750301,-0.43131182124493034,-0.32927439181229706,-0.13002135954421193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ra16_Rb020,CNP7,2.182267172052395,1.0729991022328629,0.28423631170895586,0.04904723388085885,1.286058729122846,-0.20452890225763945,-0.8796863815553458,0.8593767341084033,-0.6914441282000611,0.24980916473691459,0.7075202241721175,0.23140998911093263,0.27534479963523845,-1.1091151679057443,2.0071551789501254,-0.44485798104375945,0.6220862636528952,0.23269521945683386,0.5774405780119423,-0.28418597234209786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Ra18_Rb019,CNP8,1.0026115885061355,-2.496873920334066,-1.1893720456722277,1.155316330073662,-0.32385420720498204,-0.5325064112408986,2.0277907539353084,0.20023449977319807,-0.25561201622678803,-0.8168034886713604,-0.12401045446003688,-0.5867490447064713,0.06542418381803598,-0.3428228381614423,0.4333754081188274,0.3679825147121414,-0.1306604800610587,-0.6659385253078879,0.47671080189478726,-0.8689511340712849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ra14_Rb009,CNP9,1.6743919888155132,-0.3993711382161737,0.6726316442154066,-0.3820203512575079,-1.8079617656942075,-1.0936990021259436,0.1497977528605835,0.6356764987219264,0.38154093180439247,1.6294851486706252,0.49317676938147603,0.33988186812930704,0.15157085596693776,-0.9102521003434985,-0.0660189746143183,-0.41250517162002603,-1.0978108263771342,0.06277181261658811,0.8773350897325336,2.246682339407519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
Ra03_Rb009,CNP10,1.9299873957738216,-1.0479852471397064,0.6523949802211991,-0.43777623953883904,-1.2553504496679797,-1.2168592339334976,0.10731501501893582,0.8402594302379653,-0.5588454962529039,-0.12382273761121104,-0.46067498809867363,0.5231339897925307,0.6578763388935597,0.4278651702274891,-0.7557310929733202,0.3923433085584371,-0.9792339477742044,0.7589429135786224,0.5780808094377166,1.3159207651404867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
