Yield
69
83
78
65
52
79
67
74
78
63
69
72
60
62
81
45
53
40
47
31
28
40
40
29
45
59
14
19
12
13
24
58
70
6
11
38
10
42
15
18
25
15
57
33
48
8
1
1
2
76
34
21
8
21
39
23
12
2
2
0
